ID,mes,cuit,provincia,destino,monto,tipo,cuitl,juris,provins
1087,12/2019,30-70087642-6,JN,JN,4870000.0,Comp. Gasoil,30700876426,,CIUDAD AUTONOMA BUENOS AIRES
1088,12/2019,30-70228513-1,JN,JN,2464000.0,Comp. Gasoil,30702285131,,CIUDAD AUTONOMA BUENOS AIRES
1089,12/2019,30-70395396-0,JN,JN,1270000.0,Comp. Gasoil,30703953960,GREGORIO DE LAFERRERE,BUENOS AIRES
1090,12/2019,30-70395396-0,JN,JN,7020000.0,Comp. Gasoil,30703953960,GREGORIO DE LAFERRERE,BUENOS AIRES
1091,12/2019,30-70554911-3,JN,JN,2250000.0,Comp. Gasoil,30705549113,GREGORIO DE LAFERRERE,BUENOS AIRES
1092,12/2019,30-70778883-2,JN,JN,2870000.0,Comp. Gasoil,30707788832,CORRIENTES,CORRIENTES
1093,12/2019,30-70778883-2,JN,JN,1890000.0,Comp. Gasoil,30707788832,CORRIENTES,CORRIENTES
1094,12/2019,30-70778883-2,JN,JN,2530000.0,Comp. Gasoil,30707788832,CORRIENTES,CORRIENTES
1095,12/2019,30-70778883-2,JN,JN,1050000.0,Comp. Gasoil,30707788832,CORRIENTES,CORRIENTES
1096,12/2019,30-70818819-7,JN,JN,1630000.0,Comp. Gasoil,30708188197,GREGORIO DE LAFERRERE,BUENOS AIRES
1097,12/2019,30-70986829-9,JN,JN,2460000.0,Comp. Gasoil,30709868299,,CIUDAD AUTONOMA BUENOS AIRES
1098,12/2019,33-54568440-9,JN,JN,3850000.0,Comp. Gasoil,33545684409,MORON,BUENOS AIRES
1099,12/2019,33-54625963-9,JN,JN,5230000.0,Comp. Gasoil,33546259639,CARAPACHAY,BUENOS AIRES
1100,12/2019,33-54625963-9,JN,JN,148000.0,Comp. Gasoil,33546259639,CARAPACHAY,BUENOS AIRES
1101,12/2019,33-54625963-9,JN,JN,3300000.0,Comp. Gasoil,33546259639,CARAPACHAY,BUENOS AIRES
1102,12/2019,33-54626188-9,JN,JN,5780000.0,Comp. Gasoil,33546261889,REMEDIOS DE ESCALADA,BUENOS AIRES
1103,12/2019,33-54633982-9,JN,JN,12060000.0,Comp. Gasoil,33546339829,,CIUDAD AUTONOMA BUENOS AIRES
1104,12/2019,33-54633982-9,JN,JN,4310000.0,Comp. Gasoil,33546339829,,CIUDAD AUTONOMA BUENOS AIRES
1105,12/2019,33-54635568-9,JN,JN,2730000.0,Comp. Gasoil,33546355689,,CIUDAD AUTONOMA BUENOS AIRES
1106,12/2019,33-54635568-9,JN,JN,1310000.0,Comp. Gasoil,33546355689,,CIUDAD AUTONOMA BUENOS AIRES
1107,12/2019,33-54661071-9,JN,JN,3910000.0,Comp. Gasoil,33546610719,BURZACO,BUENOS AIRES
1108,12/2019,33-54661071-9,JN,JN,3090000.0,Comp. Gasoil,33546610719,BURZACO,BUENOS AIRES
1109,12/2019,33-70223426-9,JN,JN,2790000.0,Comp. Gasoil,33702234269,,CIUDAD AUTONOMA BUENOS AIRES
1273,11/2019,30-52276217-9,JN,JN,14750000.0,Comp. Gasoil,30522762179,BERAZATEGUI,BUENOS AIRES
1274,11/2019,30-54563704-5,JN,JN,3330000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
1275,11/2019,30-54563704-5,JN,JN,1740000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
1276,11/2019,30-54563704-5,JN,JN,6240000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
1277,11/2019,30-54563704-5,JN,JN,3410000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
1278,11/2019,30-54577585-5,JN,JN,4330000.0,Comp. Gasoil,30545775855,,CIUDAD AUTONOMA BUENOS AIRES
1279,11/2019,30-54577585-5,JN,JN,2470000.0,Comp. Gasoil,30545775855,,CIUDAD AUTONOMA BUENOS AIRES
1280,11/2019,30-54622346-5,JN,JN,9720000.0,Comp. Gasoil,30546223465,JOSE CLEMENTE PAZ,BUENOS AIRES
1281,11/2019,30-54622391-0,JN,JN,7080000.0,Comp. Gasoil,30546223910,BERAZATEGUI,BUENOS AIRES
1282,11/2019,30-54622438-0,JN,JN,2860000.0,Comp. Gasoil,30546224380,SAN JUSTO,BUENOS AIRES
1283,11/2019,30-54622438-0,JN,JN,2620000.0,Comp. Gasoil,30546224380,SAN JUSTO,BUENOS AIRES
1284,11/2019,30-54622575-1,JN,JN,3084000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
1285,11/2019,30-54622575-1,JN,JN,2650000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
1286,11/2019,30-54622575-1,JN,JN,3580000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
1287,11/2019,30-54622575-1,JN,JN,3020000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
1288,11/2019,30-54622810-6,JN,JN,2990000.0,Comp. Gasoil,30546228106,,CIUDAD AUTONOMA BUENOS AIRES
1289,11/2019,30-54622810-6,JN,JN,2590000.0,Comp. Gasoil,30546228106,,CIUDAD AUTONOMA BUENOS AIRES
1290,11/2019,30-54622827-0,JN,JN,4330000.0,Comp. Gasoil,30546228270,REMEDIOS DE ESCALADA,BUENOS AIRES
1291,11/2019,30-54622827-0,JN,JN,740000.0,Comp. Gasoil,30546228270,REMEDIOS DE ESCALADA,BUENOS AIRES
1292,11/2019,30-54622896-3,JN,JN,4360000.0,Comp. Gasoil,30546228963,MORON,BUENOS AIRES
1293,11/2019,30-54622919-6,JN,JN,3010000.0,Comp. Gasoil,30546229196,,CIUDAD AUTONOMA BUENOS AIRES
1294,11/2019,30-54622964-1,JN,JN,9790000.0,Comp. Gasoil,30546229641,GREGORIO DE LAFERRERE,BUENOS AIRES
1295,11/2019,30-54622964-1,JN,JN,1930000.0,Comp. Gasoil,30546229641,GREGORIO DE LAFERRERE,BUENOS AIRES
1296,11/2019,30-54623417-3,JN,JN,5160000.0,Comp. Gasoil,30546234173,EL PALOMAR,BUENOS AIRES
1297,11/2019,30-54623417-3,JN,JN,1480000.0,Comp. Gasoil,30546234173,EL PALOMAR,BUENOS AIRES
1298,11/2019,30-54623417-3,JN,JN,4870000.0,Comp. Gasoil,30546234173,EL PALOMAR,BUENOS AIRES
1299,11/2019,30-54624694-5,JN,JN,1430000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
1300,11/2019,30-54624694-5,JN,JN,1310000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
1301,11/2019,30-54624694-5,JN,JN,1370000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
1302,11/2019,30-54624694-5,JN,JN,1890000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
1303,11/2019,30-54624700-3,JN,JN,14040000.0,Comp. Gasoil,30546247003,,CIUDAD AUTONOMA BUENOS AIRES
1304,11/2019,30-54624724-0,JN,JN,3530000.0,Comp. Gasoil,30546247240,VILLA MARTELLI,BUENOS AIRES
1305,11/2019,30-54625048-9,JN,JN,2380000.0,Comp. Gasoil,30546250489,TAPIALES,BUENOS AIRES
1306,11/2019,30-54625055-1,JN,JN,9260000.0,Comp. Gasoil,30546250551,,CIUDAD AUTONOMA BUENOS AIRES
1307,11/2019,30-54625055-1,JN,JN,2380000.0,Comp. Gasoil,30546250551,,CIUDAD AUTONOMA BUENOS AIRES
1308,11/2019,30-54625055-1,JN,JN,3150000.0,Comp. Gasoil,30546250551,,CIUDAD AUTONOMA BUENOS AIRES
1309,11/2019,30-54625079-9,JN,JN,11600000.0,Comp. Gasoil,30546250799,,CIUDAD AUTONOMA BUENOS AIRES
1310,11/2019,30-54625321-6,JN,JN,5560000.0,Comp. Gasoil,30546253216,QUILMES,BUENOS AIRES
1311,11/2019,30-54625352-6,JN,JN,10130000.0,Comp. Gasoil,30546253526,GONZALEZ CATAN,BUENOS AIRES
1312,11/2019,30-54625437-9,JN,JN,3850000.0,Comp. Gasoil,30546254379,,CIUDAD AUTONOMA BUENOS AIRES
1313,11/2019,30-54626010-7,JN,JN,2360000.0,Comp. Gasoil,30546260107,CASEROS,BUENOS AIRES
1314,11/2019,30-54632033-9,JN,JN,4260000.0,Comp. Gasoil,30546320339,,CIUDAD AUTONOMA BUENOS AIRES
1315,11/2019,30-54632118-1,JN,JN,5850000.0,Comp. Gasoil,30546321181,DON ORIONE,BUENOS AIRES
1316,11/2019,30-54632965-4,JN,JN,7390000.0,Comp. Gasoil,30546329654,VALENTIN ALSINA,BUENOS AIRES
1317,11/2019,30-54633333-3,JN,JN,6010000.0,Comp. Gasoil,30546333333,,CIUDAD AUTONOMA BUENOS AIRES
1318,11/2019,30-54633708-8,JN,JN,4190000.0,Comp. Gasoil,30546337088,,CIUDAD AUTONOMA BUENOS AIRES
1319,11/2019,30-54633715-0,JN,JN,3570000.0,Comp. Gasoil,30546337150,,CIUDAD AUTONOMA BUENOS AIRES
1320,11/2019,30-54633739-8,JN,JN,5450000.0,Comp. Gasoil,30546337398,,CIUDAD AUTONOMA BUENOS AIRES
1321,11/2019,30-54633937-4,JN,JN,2956000.0,Comp. Gasoil,30546339374,,CIUDAD AUTONOMA BUENOS AIRES
1322,11/2019,30-54633975-7,JN,JN,3240000.0,Comp. Gasoil,30546339757,MUNRO,BUENOS AIRES
1323,11/2019,30-54634060-7,JN,JN,1280000.0,Comp. Gasoil,30546340607,BOULOGNE,BUENOS AIRES
1324,11/2019,30-54634060-7,JN,JN,3000000.0,Comp. Gasoil,30546340607,BOULOGNE,BUENOS AIRES
1325,11/2019,30-54634107-7,JN,JN,4300000.0,Comp. Gasoil,30546341077,WILDE,BUENOS AIRES
1326,11/2019,30-54634121-2,JN,JN,4810000.0,Comp. Gasoil,30546341212,MUNRO,BUENOS AIRES
1327,11/2019,30-54634305-3,JN,JN,4610000.0,Comp. Gasoil,30546343053,TABLADA,BUENOS AIRES
1328,11/2019,30-54634312-6,JN,JN,5190000.0,Comp. Gasoil,30546343126,9 DE ABRIL,BUENOS AIRES
1329,11/2019,30-54634404-1,JN,JN,4686000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
1330,11/2019,30-54634404-1,JN,JN,5334000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
1331,11/2019,30-54634404-1,JN,JN,4230000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
1332,11/2019,30-54634404-1,JN,JN,2310000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
1333,11/2019,30-54634671-0,JN,JN,2158000.0,Comp. Gasoil,30546346710,REMEDIOS DE ESCALADA,BUENOS AIRES
1334,11/2019,30-54635094-7,JN,JN,1360000.0,Comp. Gasoil,30546350947,LOMA HERMOSA,BUENOS AIRES
1335,11/2019,30-54635094-7,JN,JN,2000000.0,Comp. Gasoil,30546350947,LOMA HERMOSA,BUENOS AIRES
1336,11/2019,30-54635216-8,JN,JN,604000.0,Comp. Gasoil,30546352168,PARANA,ENTRE RIOS
1337,11/2019,30-54636615-0,JN,JN,4370000.0,Comp. Gasoil,30546366150,REMEDIOS DE ESCALADA,BUENOS AIRES
1338,11/2019,30-54636646-0,JN,JN,2960000.0,Comp. Gasoil,30546366460,,CIUDAD AUTONOMA BUENOS AIRES
1339,11/2019,30-54636646-0,JN,JN,2380000.0,Comp. Gasoil,30546366460,,CIUDAD AUTONOMA BUENOS AIRES
1340,11/2019,30-54636646-0,JN,JN,4450000.0,Comp. Gasoil,30546366460,,CIUDAD AUTONOMA BUENOS AIRES
1341,11/2019,30-54636783-1,JN,JN,1570000.0,Comp. Gasoil,30546367831,EL PALOMAR,BUENOS AIRES
1342,11/2019,30-54640458-3,JN,JN,870000.0,Comp. Gasoil,30546404583,RESISTENCIA,CHACO
1343,11/2019,30-54650008-6,JN,JN,10010000.0,Comp. Gasoil,30546500086,,CIUDAD AUTONOMA BUENOS AIRES
1344,11/2019,30-54650008-6,JN,JN,5610000.0,Comp. Gasoil,30546500086,,CIUDAD AUTONOMA BUENOS AIRES
1345,11/2019,30-54657290-7,JN,JN,2630000.0,Comp. Gasoil,30546572907,,CIUDAD AUTONOMA BUENOS AIRES
1346,11/2019,30-54660726-3,JN,JN,820000.0,Comp. Gasoil,30546607263,PARANA,ENTRE RIOS
1347,11/2019,30-54660863-4,JN,JN,3000000.0,Comp. Gasoil,30546608634,LOMAS DEL MIRADOR,BUENOS AIRES
1348,11/2019,30-54669877-3,JN,JN,5420000.0,Comp. Gasoil,30546698773,FLORENCIO VARELA,BUENOS AIRES
1349,11/2019,30-54684423-0,JN,JN,6710000.0,Comp. Gasoil,30546844230,,CIUDAD AUTONOMA BUENOS AIRES
1350,11/2019,30-55665485-5,JN,JN,4850000.0,Comp. Gasoil,30556654855,,CIUDAD AUTONOMA BUENOS AIRES
1351,11/2019,30-56394131-2,JN,JN,2730000.0,Comp. Gasoil,30563941312,CIPOLLETTI,RIO NEGRO
1352,11/2019,30-56835256-0,JN,JN,3580000.0,Comp. Gasoil,30568352560,LANUS,BUENOS AIRES
1353,11/2019,30-57153764-4,JN,JN,18730000.0,Comp. Gasoil,30571537644,INGENIERO MASCHWITZ,BUENOS AIRES
1354,11/2019,30-57153764-4,JN,JN,0.0,Comp. Gasoil,30571537644,INGENIERO MASCHWITZ,BUENOS AIRES
1355,11/2019,30-57189536-2,JN,JN,2530000.0,Comp. Gasoil,30571895362,QUILMES,BUENOS AIRES
1356,11/2019,30-57196699-5,JN,JN,3060000.0,Comp. Gasoil,30571966995,LANUS,BUENOS AIRES
1357,11/2019,30-57196927-7,JN,JN,2010000.0,Comp. Gasoil,30571969277,MORON,BUENOS AIRES
1358,11/2019,30-59033015-5,JN,JN,146000.0,Comp. Gasoil,30590330155,VIEDMA,RIO NEGRO
1359,11/2019,30-62548832-6,JN,JN,4928000.0,Comp. Gasoil,30625488326,,CIUDAD AUTONOMA BUENOS AIRES
1360,11/2019,30-62554374-2,JN,JN,830000.0,Comp. Gasoil,30625543742,CIPOLLETTI,RIO NEGRO
1361,11/2019,30-65080001-6,JN,JN,1148000.0,Comp. Gasoil,30650800016,GUERNICA,BUENOS AIRES
1362,11/2019,30-68784108-1,JN,JN,102000.0,Comp. Gasoil,30687841081,APOSTOLES,MISIONES
1363,11/2019,30-69638589-7,JN,JN,12420000.0,Comp. Gasoil,30696385897,QUILMES OESTE,BUENOS AIRES
1364,11/2019,30-69967283-8,JN,JN,2610000.0,Comp. Gasoil,30699672838,SAN JUSTO,BUENOS AIRES
1365,11/2019,30-70087642-6,JN,JN,4870000.0,Comp. Gasoil,30700876426,,CIUDAD AUTONOMA BUENOS AIRES
1366,11/2019,30-70087642-6,JN,JN,2880000.0,Comp. Gasoil,30700876426,,CIUDAD AUTONOMA BUENOS AIRES
1367,11/2019,30-70228513-1,JN,JN,2432000.0,Comp. Gasoil,30702285131,,CIUDAD AUTONOMA BUENOS AIRES
1368,11/2019,30-70395396-0,JN,JN,6880000.0,Comp. Gasoil,30703953960,GREGORIO DE LAFERRERE,BUENOS AIRES
1369,11/2019,30-70395396-0,JN,JN,1140000.0,Comp. Gasoil,30703953960,GREGORIO DE LAFERRERE,BUENOS AIRES
1370,11/2019,30-70554911-3,JN,JN,2250000.0,Comp. Gasoil,30705549113,GREGORIO DE LAFERRERE,BUENOS AIRES
1371,11/2019,30-70778883-2,JN,JN,1050000.0,Comp. Gasoil,30707788832,CORRIENTES,CORRIENTES
1372,11/2019,30-70778883-2,JN,JN,1890000.0,Comp. Gasoil,30707788832,CORRIENTES,CORRIENTES
1373,11/2019,30-70778883-2,JN,JN,2540000.0,Comp. Gasoil,30707788832,CORRIENTES,CORRIENTES
1374,11/2019,30-70778883-2,JN,JN,2830000.0,Comp. Gasoil,30707788832,CORRIENTES,CORRIENTES
1375,11/2019,30-70818819-7,JN,JN,1560000.0,Comp. Gasoil,30708188197,GREGORIO DE LAFERRERE,BUENOS AIRES
1376,11/2019,30-70986829-9,JN,JN,2390000.0,Comp. Gasoil,30709868299,,CIUDAD AUTONOMA BUENOS AIRES
1377,11/2019,33-54568440-9,JN,JN,3850000.0,Comp. Gasoil,33545684409,MORON,BUENOS AIRES
1378,11/2019,33-54625963-9,JN,JN,148000.0,Comp. Gasoil,33546259639,CARAPACHAY,BUENOS AIRES
1379,11/2019,33-54625963-9,JN,JN,3210000.0,Comp. Gasoil,33546259639,CARAPACHAY,BUENOS AIRES
1380,11/2019,33-54625963-9,JN,JN,5230000.0,Comp. Gasoil,33546259639,CARAPACHAY,BUENOS AIRES
1381,11/2019,33-54626188-9,JN,JN,5650000.0,Comp. Gasoil,33546261889,REMEDIOS DE ESCALADA,BUENOS AIRES
1382,11/2019,33-54633982-9,JN,JN,12070000.0,Comp. Gasoil,33546339829,,CIUDAD AUTONOMA BUENOS AIRES
1383,11/2019,33-54633982-9,JN,JN,4310000.0,Comp. Gasoil,33546339829,,CIUDAD AUTONOMA BUENOS AIRES
1384,11/2019,33-54635568-9,JN,JN,2720000.0,Comp. Gasoil,33546355689,,CIUDAD AUTONOMA BUENOS AIRES
1385,11/2019,33-54635568-9,JN,JN,1320000.0,Comp. Gasoil,33546355689,,CIUDAD AUTONOMA BUENOS AIRES
1386,11/2019,33-54661071-9,JN,JN,3040000.0,Comp. Gasoil,33546610719,BURZACO,BUENOS AIRES
1387,11/2019,33-54661071-9,JN,JN,3780000.0,Comp. Gasoil,33546610719,BURZACO,BUENOS AIRES
1388,11/2019,33-70223426-9,JN,JN,2700000.0,Comp. Gasoil,33702234269,,CIUDAD AUTONOMA BUENOS AIRES
1552,10/2019,30-52276217-9,JN,JN,14750000.0,Comp. Gasoil,30522762179,BERAZATEGUI,BUENOS AIRES
1553,10/2019,30-54563704-5,JN,JN,1740000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
1554,10/2019,30-54563704-5,JN,JN,3320000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
1555,10/2019,30-54563704-5,JN,JN,6300000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
1556,10/2019,30-54563704-5,JN,JN,3390000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
1557,10/2019,30-54577585-5,JN,JN,2540000.0,Comp. Gasoil,30545775855,,CIUDAD AUTONOMA BUENOS AIRES
1558,10/2019,30-54577585-5,JN,JN,4510000.0,Comp. Gasoil,30545775855,,CIUDAD AUTONOMA BUENOS AIRES
1559,10/2019,30-54622346-5,JN,JN,9720000.0,Comp. Gasoil,30546223465,JOSE CLEMENTE PAZ,BUENOS AIRES
1560,10/2019,30-54622391-0,JN,JN,7120000.0,Comp. Gasoil,30546223910,BERAZATEGUI,BUENOS AIRES
1561,10/2019,30-54622438-0,JN,JN,3030000.0,Comp. Gasoil,30546224380,SAN JUSTO,BUENOS AIRES
1562,10/2019,30-54622438-0,JN,JN,2730000.0,Comp. Gasoil,30546224380,SAN JUSTO,BUENOS AIRES
1563,10/2019,30-54622469-0,JN,JN,0.0,Comp. Gasoil,30546224690,9 DE ABRIL,BUENOS AIRES
1564,10/2019,30-54622469-0,JN,JN,0.0,Comp. Gasoil,30546224690,9 DE ABRIL,BUENOS AIRES
1565,10/2019,30-54622575-1,JN,JN,3090000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
1566,10/2019,30-54622575-1,JN,JN,3106000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
1567,10/2019,30-54622575-1,JN,JN,3580000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
1568,10/2019,30-54622575-1,JN,JN,2740000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
1569,10/2019,30-54622810-6,JN,JN,3000000.0,Comp. Gasoil,30546228106,,CIUDAD AUTONOMA BUENOS AIRES
1570,10/2019,30-54622810-6,JN,JN,2620000.0,Comp. Gasoil,30546228106,,CIUDAD AUTONOMA BUENOS AIRES
1571,10/2019,30-54622827-0,JN,JN,760000.0,Comp. Gasoil,30546228270,REMEDIOS DE ESCALADA,BUENOS AIRES
1572,10/2019,30-54622827-0,JN,JN,4310000.0,Comp. Gasoil,30546228270,REMEDIOS DE ESCALADA,BUENOS AIRES
1573,10/2019,30-54622896-3,JN,JN,4360000.0,Comp. Gasoil,30546228963,MORON,BUENOS AIRES
1574,10/2019,30-54622919-6,JN,JN,3260000.0,Comp. Gasoil,30546229196,,CIUDAD AUTONOMA BUENOS AIRES
1575,10/2019,30-54622964-1,JN,JN,10190000.0,Comp. Gasoil,30546229641,GREGORIO DE LAFERRERE,BUENOS AIRES
1576,10/2019,30-54622964-1,JN,JN,1990000.0,Comp. Gasoil,30546229641,GREGORIO DE LAFERRERE,BUENOS AIRES
1577,10/2019,30-54623417-3,JN,JN,5160000.0,Comp. Gasoil,30546234173,EL PALOMAR,BUENOS AIRES
1578,10/2019,30-54623417-3,JN,JN,1480000.0,Comp. Gasoil,30546234173,EL PALOMAR,BUENOS AIRES
1579,10/2019,30-54623417-3,JN,JN,4780000.0,Comp. Gasoil,30546234173,EL PALOMAR,BUENOS AIRES
1580,10/2019,30-54624694-5,JN,JN,1960000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
1581,10/2019,30-54624694-5,JN,JN,1380000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
1582,10/2019,30-54624694-5,JN,JN,1360000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
1583,10/2019,30-54624694-5,JN,JN,1450000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
1584,10/2019,30-54624700-3,JN,JN,14040000.0,Comp. Gasoil,30546247003,,CIUDAD AUTONOMA BUENOS AIRES
1585,10/2019,30-54624724-0,JN,JN,3530000.0,Comp. Gasoil,30546247240,VILLA MARTELLI,BUENOS AIRES
1586,10/2019,30-54625048-9,JN,JN,2570000.0,Comp. Gasoil,30546250489,TAPIALES,BUENOS AIRES
1587,10/2019,30-54625055-1,JN,JN,3050000.0,Comp. Gasoil,30546250551,,CIUDAD AUTONOMA BUENOS AIRES
1588,10/2019,30-54625055-1,JN,JN,9310000.0,Comp. Gasoil,30546250551,,CIUDAD AUTONOMA BUENOS AIRES
1589,10/2019,30-54625055-1,JN,JN,2380000.0,Comp. Gasoil,30546250551,,CIUDAD AUTONOMA BUENOS AIRES
1590,10/2019,30-54625079-9,JN,JN,11610000.0,Comp. Gasoil,30546250799,,CIUDAD AUTONOMA BUENOS AIRES
1591,10/2019,30-54625321-6,JN,JN,5650000.0,Comp. Gasoil,30546253216,QUILMES,BUENOS AIRES
1592,10/2019,30-54625352-6,JN,JN,9720000.0,Comp. Gasoil,30546253526,GONZALEZ CATAN,BUENOS AIRES
1593,10/2019,30-54625437-9,JN,JN,3750000.0,Comp. Gasoil,30546254379,,CIUDAD AUTONOMA BUENOS AIRES
1594,10/2019,30-54626010-7,JN,JN,2360000.0,Comp. Gasoil,30546260107,CASEROS,BUENOS AIRES
1595,10/2019,30-54632033-9,JN,JN,4110000.0,Comp. Gasoil,30546320339,,CIUDAD AUTONOMA BUENOS AIRES
1596,10/2019,30-54632118-1,JN,JN,5850000.0,Comp. Gasoil,30546321181,DON ORIONE,BUENOS AIRES
1597,10/2019,30-54632965-4,JN,JN,7430000.0,Comp. Gasoil,30546329654,VALENTIN ALSINA,BUENOS AIRES
1598,10/2019,30-54633333-3,JN,JN,6010000.0,Comp. Gasoil,30546333333,,CIUDAD AUTONOMA BUENOS AIRES
1599,10/2019,30-54633708-8,JN,JN,4470000.0,Comp. Gasoil,30546337088,,CIUDAD AUTONOMA BUENOS AIRES
1600,10/2019,30-54633715-0,JN,JN,3610000.0,Comp. Gasoil,30546337150,,CIUDAD AUTONOMA BUENOS AIRES
1601,10/2019,30-54633739-8,JN,JN,5450000.0,Comp. Gasoil,30546337398,,CIUDAD AUTONOMA BUENOS AIRES
1602,10/2019,30-54633937-4,JN,JN,2946000.0,Comp. Gasoil,30546339374,,CIUDAD AUTONOMA BUENOS AIRES
1603,10/2019,30-54633975-7,JN,JN,3240000.0,Comp. Gasoil,30546339757,MUNRO,BUENOS AIRES
1604,10/2019,30-54634060-7,JN,JN,1320000.0,Comp. Gasoil,30546340607,BOULOGNE,BUENOS AIRES
1605,10/2019,30-54634060-7,JN,JN,3000000.0,Comp. Gasoil,30546340607,BOULOGNE,BUENOS AIRES
1606,10/2019,30-54634107-7,JN,JN,4300000.0,Comp. Gasoil,30546341077,WILDE,BUENOS AIRES
1607,10/2019,30-54634121-2,JN,JN,4810000.0,Comp. Gasoil,30546341212,MUNRO,BUENOS AIRES
1608,10/2019,30-54634305-3,JN,JN,4730000.0,Comp. Gasoil,30546343053,TABLADA,BUENOS AIRES
1609,10/2019,30-54634312-6,JN,JN,5430000.0,Comp. Gasoil,30546343126,9 DE ABRIL,BUENOS AIRES
1610,10/2019,30-54634404-1,JN,JN,4230000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
1611,10/2019,30-54634404-1,JN,JN,5334000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
1612,10/2019,30-54634404-1,JN,JN,4858000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
1613,10/2019,30-54634404-1,JN,JN,2420000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
1614,10/2019,30-54634671-0,JN,JN,2114000.0,Comp. Gasoil,30546346710,REMEDIOS DE ESCALADA,BUENOS AIRES
1615,10/2019,30-54635094-7,JN,JN,2040000.0,Comp. Gasoil,30546350947,LOMA HERMOSA,BUENOS AIRES
1616,10/2019,30-54635094-7,JN,JN,1390000.0,Comp. Gasoil,30546350947,LOMA HERMOSA,BUENOS AIRES
1617,10/2019,30-54635216-8,JN,JN,614000.0,Comp. Gasoil,30546352168,PARANA,ENTRE RIOS
1618,10/2019,30-54636615-0,JN,JN,4530000.0,Comp. Gasoil,30546366150,REMEDIOS DE ESCALADA,BUENOS AIRES
1619,10/2019,30-54636646-0,JN,JN,2390000.0,Comp. Gasoil,30546366460,,CIUDAD AUTONOMA BUENOS AIRES
1620,10/2019,30-54636646-0,JN,JN,2980000.0,Comp. Gasoil,30546366460,,CIUDAD AUTONOMA BUENOS AIRES
1621,10/2019,30-54636646-0,JN,JN,4450000.0,Comp. Gasoil,30546366460,,CIUDAD AUTONOMA BUENOS AIRES
1622,10/2019,30-54636783-1,JN,JN,1570000.0,Comp. Gasoil,30546367831,EL PALOMAR,BUENOS AIRES
1623,10/2019,30-54640458-3,JN,JN,870000.0,Comp. Gasoil,30546404583,RESISTENCIA,CHACO
1624,10/2019,30-54650008-6,JN,JN,10160000.0,Comp. Gasoil,30546500086,,CIUDAD AUTONOMA BUENOS AIRES
1625,10/2019,30-54650008-6,JN,JN,5610000.0,Comp. Gasoil,30546500086,,CIUDAD AUTONOMA BUENOS AIRES
1626,10/2019,30-54657290-7,JN,JN,2750000.0,Comp. Gasoil,30546572907,,CIUDAD AUTONOMA BUENOS AIRES
1627,10/2019,30-54660726-3,JN,JN,820000.0,Comp. Gasoil,30546607263,PARANA,ENTRE RIOS
1628,10/2019,30-54660863-4,JN,JN,3040000.0,Comp. Gasoil,30546608634,LOMAS DEL MIRADOR,BUENOS AIRES
